"word_txt","word_tr","phrase_txt","phrase_tr","prev_word_txt","prev_word_tr","next_word_txt","next_word_tr","poss_type","pronominal","ablative","poss_rel"
"ngämo","1.sg.poss","Ngämo mäda wa ngämo mäg",NA,"dan","cop.prs.sgS,","mäda","father","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo mäda wa ngämo mäg",NA,"wa","and","mäg","mother,","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo ma gonen att ma kälekäle",NA,"mäg","mother,","ma","house","ngämo","yes","no",NA
"ngäma","1.excl.nsg.poss","Ngäma mäda bi dogoaebeyo",NA,"kälekäle","little.pl,","mäda","father","ngäma","yes","no","kinship"
"ngämo","1.sg.poss","Ttang a ngämo ge gottkamän",NA,"a","nom","ge","this","ngämo","yes","no",NA
"ngämo","1.sg.poss","Mo toko atta ngäna guspun mo da ngämo ttang de ada dägagän dattkamän",NA,"da","nom","ttang","hand","ngämo","yes","no","part_whole"
"ngämo","1.sg.poss","Ngäna ngämo mälla da ngämo femli da ngämo mäg ngämo män oke obo llɨg a komlla",NA,"","","mälla","woman","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngäna ngämo mälla da ngämo femli da ngämo mäg ngämo män oke obo llɨg a komlla",NA,"","","femli","family","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngäna ngämo mälla da ngämo femli da ngämo mäg ngämo män oke obo llɨg a komlla",NA,"","","mäg","mother","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngäna ngämo mälla da ngämo femli da ngämo mäg ngämo män oke obo llɨg a komlla",NA,"","","män","daughter","ngämo","yes","no","kinship"
"obo","3.sg.poss","Ngäna ngämo mälla da ngämo femli da ngämo mäg ngämo män oke obo llɨg a komlla",NA,"oke","okay","llɨg","boy","obo","yes","no","kinship"
"ngämo","1.sg.poss","Komlla ttongo kämang käm peyang käm me dan kämang dan ngämo mälla da",NA,"dan","cop.prs.sgS","mälla","woman","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo mäda bo mäg a Orpmang dan",NA,"da","nom,","mäda","father","ngämo","yes","no","kinship"
"bo","3.sg.poss","Ngämo mäda bo mäg a Orpmang dan",NA,"mäda","father","mäg","mother","bo","yes","no","kinship"
"ngämo","1.sg.poss","Be gänyaolle guddällmam ngämo mäda mälla dällädän gänyme Ende makäp me ngämo gänya Ende ma me giddollnen eran",NA,"","","mäda","father","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Be gänyaolle guddällmam ngämo mäda mälla dällädän gänyme Ende makäp me ngämo gänya Ende ma me giddollnen eran",NA,"","","gänya","this","ngämo","yes","no",NA
"obo","3.sg.poss","Oke obo erang a däban",NA,"oke","okay","erang","exchange relationship","obo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo mäg Diwa wa dowansegän ngämo mäda Wäli bom nowansegan",NA,"däban","cop.that.prs.sgS","mäg","mother","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo mäg Diwa wa dowansegän ngämo mäda Wäli bom nowansegan",NA,"","","mäda","father","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Diwa ngämo mäg bo nowansegan",NA,"diwa","male personal name","mäg","mother","ngämo","yes","no","kinship"
"bo","3.sg.poss","Diwa ngämo mäg bo nowansegan",NA,"mäg","mother","nowansegan","leave.rec.1|3sgA>3sgP,","bo","yes","no",NA
"ngämo","1.sg.poss,","Ao erngazända ngämo",NA,"erngazända","","ddob","other","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo mäda ngämo masamasar a ddob eragaeya orpmang eka Ende eka",NA,"deya","cop.pst.sgS,","mäda","father","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo mäda ngämo masamasar a ddob eragaeya orpmang eka Ende eka",NA,"mäda","father","masamasar","ancestors","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo mosen a Daru mi dan",NA,"eka","speak,","mosen","eldest","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Oke ngäna femli mi ttongdae llɨg mänmän a ngämo fo",NA,"a","nom","fo","four,","ngämo","yes","no",NA
"ngämo","1.sg.poss","Lla llɨg de ngämo mosen a do dan Daru me dan män dan",NA,"","","mosen","eldest","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Oke Keke ngämo ngäna ko amne me oba amne me",NA,"keke","female personal name","","","ngämo","yes","no",NA
"oba","3.nsg.poss","Oke Keke ngämo ngäna ko amne me oba amne me",NA,"","","amne","center","oba","yes","no",NA
"ngämo","1.sg.poss","Ngämo mänang Garayi",NA,"me","loc,","mänang","son-in-law","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Wätät de ngämira yu dägnegalle ngämo llɨg di ako gagäll ambäg gognegalle papa dägnegalle ada malla däbe ngasnges dan bongo mermerae enanae nazerne",NA,"","","llɨg","boy","ngämo","yes","no","kinship"
"ngäma","1.excl.nsg.poss","Skul i kaptte change agaebne skul ma nallne ngämi ma me ae giddollnen alla ngäma känyer ttongo täräp me",NA,"alla","how","känyer","self","ngäma","yes","no",NA
"ngämo","1.sg.poss","Ngämo llɨg käkle da ngämo ma me ae giddollnen eran",NA,"me","loc,","llɨg","boy","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo llɨg käkle da ngämo ma me ae giddollnen eran",NA,"da","nom","ma","house","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo ma me ngämo yard me tongoenen anggan",NA,"eran","aux.prs.1|3sgA>3sgP,","ma","house","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo ma me ngämo yard me tongoenen anggan",NA,"","","yard","","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo erang a daden Erga",NA,"wipim","place name,","erang","exchange relationship","ngämo","yes","no","kinship"
"gullbeda","husband=cl.poss.kin","Gullbeda da Teachers college Mospi",NA,"erga","female personal name,","da","nom","da","no",NA,NA
"ngämo","1.sg.poss","Däba ngämo erang",NA,"däba","there","erang","exchange relationship,","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo llɨg a daden",NA,"erang","exchange relationship,","llɨg","boy","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Llɨg kälsre dan ngämo mäkan a skul a oba Ingglis eka aiae bängnamän skul me oba aiae bontemenyän",NA,"","","mäkan","desire","ngämo","yes","no",NA
"oba","3.nsg.poss","Llɨg kälsre dan ngämo mäkan a skul a oba Ingglis eka aiae bängnamän skul me oba aiae bontemenyän",NA,"a","nom","ingglis","English","oba","yes","no",NA
"oba","3.nsg.poss","Llɨg kälsre dan ngämo mäkan a skul a oba Ingglis eka aiae bängnamän skul me oba aiae bontemenyän",NA,"me","loc","aiae","good-adverbalizer","oba","yes","no",NA
"ngämo","1.sg.poss","Ge ngämo Ingglis eka walle panypeny eka Ingglis eka walle eka däntameny ttongo täräp me",NA,"ge","this","ingglis","English","ngämo","yes","no",NA
"ngäma","1.excl.nsg.poss","Ende eka walle ako enanae ge ada ullo abal eka da ngäma Ende",NA,"da","nom","ende","language name,","ngäma","yes","no",NA
"ngäma","1.excl.nsg.poss","Ngäma eka dan",NA,"ende","language name,","eka","speak","ngäma","yes","no",NA
"bäne","2.sg.poss","Däbe bob a dikomän däbe yäbäd da bäne any era heat a any bägnegän oke däbe ddäddäg a mɨnyi däbem de bä miraemneyo",NA,"da","nom","any","something","bäne (2)","yes","no",NA
"ngämo","1.sg.poss","Ngämo mokowang melem a ada ma gonen polle kättnan ddäddäg ma ibnin",NA,"miraemneyo",",","mokowang","love-att","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo bin a beyawan Sarbi",NA,"ibnin","go-pl,","bin","name","ngämo","yes","no",NA
"ngämo","1.sg.poss","Bogo ngämo yae Apodo ttongo ttongo yae Apodo",NA,"","","yae","mother","ngämo","yes","no",NA
"obo","3.sg.poss","Obo lla tän bin",NA,"apodo","female personal name,","lla","man","obo","yes","no","kinship"
"obo","3.sg.poss","Ngänäm daerän ngäna obo llɨg deya",NA,"ngäna","1.sg.nom","llɨg","boy","obo","yes","no","kinship"
"obo","3.sg.poss","Ede obo lla tän bo obo lla tän bo bin di daerän obo yae deya Käm",NA,"ede","so","lla","man","obo","yes","no","kinship"
"bo","3.sg.poss","Ede obo lla tän bo obo lla tän bo bin di daerän obo yae deya Käm",NA,"tän","tribe","","","bo","yes","no",NA
"obo","3.sg.poss","Ede obo lla tän bo obo lla tän bo bin di daerän obo yae deya Käm",NA,"","","lla","man","obo","yes","no","kinship"
"bo","3.sg.poss","Ede obo lla tän bo obo lla tän bo bin di daerän obo yae deya Käm",NA,"tän","tribe","bin","name","bo","yes","no",NA
"obo","3.sg.poss","Ede obo lla tän bo obo lla tän bo bin di daerän obo yae deya Käm",NA,"","","yae","mother","obo","yes","no",NA
"bo","3.sg.poss","Ge Kagär bo mäg",NA,"kagär","female personal name","mäg","mother,","bo","yes","no","kinship"
"bo","3.sg.poss","Ngäna Kagär bo mosen",NA,"kagär","female personal name","mosen","eldest,","bo","yes","no","kinship"
"ngäma","1.excl.nsg.poss","Ngäma baba Kidarga llamda",NA,"mosen","eldest,","baba","father","ngäma","yes","no","kinship"
"ngämo","1.sg.poss","A ngämo yae Täm",NA,"a","nom","yae","mother","ngämo","yes","no",NA
"bo","3.sg.poss","Kurupel bo mälla Täm",NA,"kurupel","male personal name","mälla","woman","bo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo nadum a daden do any Kondobäll",NA,"täm","female personal name,","nadum","namesake","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo yae ere Kondobäll att lla deya Tame lla deya mälla deya",NA,"kondobäll","place name,","yae","mother","ngämo","yes","no",NA
"ngäma","1.excl.nsg.poss","Täm Kondoboll att mälla deya Bok Bok ede ngäma baba da dadeg dedo Bok me",NA,"ede","so","baba","father","ngäma","yes","no","kinship"
"ngämo","1.sg.poss","Ao lla we ditrameyo lla llädäd e deyarän Kurupel bälle ngämo baba Kurupel",NA,"bälle","3.sg.dat","baba","father","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo zeg att ngättma da diban e däbe a natraman abo do Kibobma ngäna dedme ulle agan",NA,"kurupel","male personal name,","zeg","be.born","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo bänga pazi any a dadegeya peba da be ngämo mäg ause da ngaska gagäll dägagän",NA,"dan","cop.prs.sgS,","bänga","though","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo bänga pazi any a dadegeya peba da be ngämo mäg ause da ngaska gagäll dägagän",NA,"be","but","mäg","mother","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo mosen dan Donae mosen dan",NA,"dägagän","aux.rem.3sgA>3sgP,","mosen","eldest","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Bibiae ngämo mosen dan",NA,"bibiae","female personal name","mosen","eldest","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Be ge Kagär ngämo mänyan dan",NA,"kagär","female personal name","mänyan","younger sibling","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","ngämo mänyan o ngämo mosen dan",NA,"dan","cop.prs.sgS,","mänyan","younger sibling","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","ngämo mänyan o ngämo mosen dan",NA,"o","or","mosen","eldest","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Duiya ngämo mosen dan",NA,"duiya","Duiya","mosen","eldest","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Be ada ngämo mänyan a ada ngämo Paine mosen dan",NA,"ada","like this","mänyan","younger sibling","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Be ada ngämo mänyan a ada ngämo Paine mosen dan",NA,"","","paine","male personal name","ngämo","yes","no",NA
"obo","3.sg.poss","Ede ngäna ko obo second",NA,"ko","then","second",",","obo","yes","no",NA
"bo","3.sg.poss","Donae mosen ede Paine ede ngäna Paine bo second",NA,"paine","male personal name","second",",","bo","yes","no",NA
"ngämo","1.sg.poss","Ede Warama ngämo second",NA,"warama","male personal name","second",",","ngämo","yes","no",NA
"bo","3.sg.poss","Warama bo second Sowati",NA,"warama","male personal name","second","","bo","yes","no",NA
"ngämo","1.sg.poss","Ngämo märäl a",NA,"sowati","male personal name,","märäl","size","ngämo","yes","no",NA
"ngämo","1.sg.poss","De ngämo mosen ttongo dan de o kuddäll a de o ngäna ko obo mänyan deya",NA,"de","there","mosen","eldest","ngämo","yes","no","kinship"
"obo","3.sg.poss","De ngämo mosen ttongo dan de o kuddäll a de o ngäna ko obo mänyan deya",NA,"ko","then","mänyan","younger sibling","obo","yes","no","kinship"
"ngämo","1.sg.poss","Naemäll ngämo mosen",NA,"","","mosen","eldest,","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ede ngämo mänyan ako de Kagär",NA,"ede","so","mänyan","younger sibling","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo ulle ma ngättma da dan o Llimoll",NA,"kagär","female personal name,","ulle","big","ngämo","yes","no",NA
"iba","1.incl.nsg.poss","Iba otät alle ulle dagän",NA,"llimoll","Limol,","otät","food","iba","yes","no",NA
"ngämo","1.sg.poss","Ngämo yae bäne ngam e däna gottamänän enanae dalle Kidarga pate",NA,"dagän","aux.rem.3sgA>1|2sgP,","yae","mother","ngämo","yes","no",NA
"bäne","2.sg.poss","Ngämo yae bäne ngam e däna gottamänän enanae dalle Kidarga pate",NA,"yae","mother","ngam","breast","bäne (2)","yes","no","part_whole"
"obo","3.sg.poss","Ngänäm enanae datramän Apodo obo ttang e",NA,"apodo","female personal name","ttang","hand","obo","yes","no","part_whole"
"ngämo","1.sg.poss","De ngämo mosen dan de oballe ngämi llame ma we gongoseya",NA,"de","acc","mosen","eldest","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo lla da Upiara watt dan",NA,"gongoseya","return.rem.1|2duS,","lla","man","ngämo","yes","no","kinship"
"oba","3.nsg.poss","Ngäna de ada gog ada oba mudan bibi yagirneyo ngäna gänyeri bog",NA,"ada","like this","mudan","cop.prohib.prs.sgS","oba","yes","no",NA
"ngämo","1.sg.poss","Llɨg a ngämo ada Kurupel Reks Kares Ros ngäna gänya gänyme giddollnen allan",NA,"a","nom","ada","like this","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämi ngämo first lla deya ngäna obo first mälla",NA,"ngämi","1.excl.nsg.nom","first","","ngämo","yes","no",NA
"obo","3.sg.poss","Ngämi ngämo first lla deya ngäna obo first mälla",NA,"ngäna","1.sg.nom","first","","obo","yes","no",NA
"ngämo","1.sg.poss","Ka nga diba erang mit mi ngäna ngämo mangmang a ada dageyo erang a ddone dan bongo wiyo",NA,"ngäna","1.sg.nom","mangmang","brothers","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngäna ngämo llɨg di beibi me dikom e second Kurupel ulle agan Mesa Gore aenen Rex Kares Rose ngämi ai gänya gänyme",NA,"ngäna","1.sg.nom","llɨg","boy","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo giddoll ma da gänyan",NA,"dan","cop.prs.sgS,","giddoll","live","ngämo","yes","no",NA
"bäne","2.sg.poss","Ngänäm do ada dageyo sista da ada o ada bäne bäne täräp a kälae dan kuddäll",NA,"ada","like this","","","bäne (2)","yes","no",NA
"bäne","2.sg.poss","Ngänäm do ada dageyo sista da ada o ada bäne bäne täräp a kälae dan kuddäll",NA,"","","täräp","time","bäne (2)","yes","no",NA
"ngämo","1.sg.poss","Ada ikop dageyo datrameyo ngämo mosemosen a ngämo mangmang a ngänaeka dagneyo",NA,"","","mosemosen","elder siblings","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ada ikop dageyo datrameyo ngämo mosemosen a ngämo mangmang a ngänaeka dagneyo",NA,"a","nom","mangmang","brothers","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo first llɨg a beyawa se datramän Daru wi",NA,"dagneyo","aux.rem.dur.3nsgA>sgP,","first","","ngämo","yes","no",NA
"bäne","2.sg.poss","Bäne meresen e bongo ngänäm nangmingg",NA,"wi","all,","meresen","","bäne (2)","yes","no",NA
"ngämo","1.sg.poss","Ngäna ikopse da ngämo ulle gogon",NA,"da","nom","ulle","big","ngämo","yes","no",NA
"ngämo","1.sg.poss","De ngämo mosen a de chairman deya däbe bongo amom nänttamalle Karea",NA,"de","that","mosen","eldest","ngämo","yes","no","kinship"
"bo","3.sg.poss","Ngäna Daru alle ada gog ada o ngäna ma we ddone balle ngäna balle do Warama bo bäblle balle do Upiara chairman patme",NA,"warama","male personal name","bäblle","","bo","yes","no",NA
"ngämo","1.sg.poss","Tämamae ngämo gagäll a enda iba mäda bom däsene",NA,"tämamae","all","gagäll","bad","ngämo","yes","no",NA
"iba","1.incl.nsg.poss","Tämamae ngämo gagäll a enda iba mäda bom däsene",NA,"enda","what","mäda","father","iba","yes","no","kinship"
"iba","1.incl.nsg.poss","Iba mäda bäne mer a deyarän mer dagän",NA,"däsene",",","mäda","father","iba","yes","no","kinship"
"bäne","3.sg.pst.poss","Iba mäda bäne mer a deyarän mer dagän",NA,"mäda","father","mer","good","bäne","yes","yes",NA
"iba","1.incl.nsg.poss","Ede ngäna sisri gänyme da ikopse iba mäda bom eso eka eran",NA,"","","mäda","father","iba","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo lla da dan God",NA,"eran","aux.prs.1|3sgA>3sgP,","lla","man","ngämo","yes","no","kinship"
"iba","1.incl.nsg.poss","Ede ngäna eso eka eran iba mäda bom",NA,"eran","aux.prs.1|3sgA>3sgP","mäda","father","iba","yes","no","kinship"
"iba","1.incl.nsg.poss","Iba mäda bo ministry me dan ngäna",NA,"bom","3.sg.acc,","mäda","father","iba","yes","no","kinship"
"bo","3.sg.poss","Iba mäda bo ministry me dan ngäna",NA,"mäda","father","ministry","","bo","yes","no",NA
"ngämo","1.sg.poss","Shake hand däga bongo ngämo lla dan ekaklle ulle me lla dan",NA,"bongo","2.sg.nom","lla","man","ngämo","yes","no","kinship"
"iba","1.incl.nsg.poss","Be ngänäm iba mäda mer dagän ede ngäna obo peyang mɨnyi bagirni",NA,"ngänäm","1.sg.acc","mäda","father","iba","yes","no","kinship"
"ngäma","1.excl.nsg.poss","Ddone ngämi pre ngäma känyer pemli dae",NA,"pre","sadly","känyer","self","ngäma","yes","no",NA
"ngäma","1.excl.nsg.poss","Ngämi pre ngäma känyer",NA,"pre","sadly","känyer","self,","ngäma","yes","no",NA
"oba","3.nsg.poss","Llɨg a pre oba Kares bo llɨg a Ros bo llɨg a ngämi pre ngäma känyer",NA,"pre","sadly","","","oba","yes","no",NA
"bo","3.sg.poss","Llɨg a pre oba Kares bo llɨg a Ros bo llɨg a ngämi pre ngäma känyer",NA,"kares","female personal name","llɨg","boy","bo","yes","no","kinship"
"bo","3.sg.poss","Llɨg a pre oba Kares bo llɨg a Ros bo llɨg a ngämi pre ngäma känyer",NA,"ros","female personal name","llɨg","boy","bo","yes","no","kinship"
"ngäma","1.excl.nsg.poss","Llɨg a pre oba Kares bo llɨg a Ros bo llɨg a ngämi pre ngäma känyer",NA,"pre","sadly","känyer","self,","ngäma","yes","no",NA
"ngämo","1.sg.poss","Be ngänäm itrell a dagän de sens dägaeyo ngämo bin di ddone gogon be ngäna ikopse e ibnin allan",NA,"dägaeyo","aux.rem.3nsgA>3sgP","bin","name","ngämo","yes","no",NA
"iba","1.incl.nsg.poss","Iba eka",NA,"allan","aux.prs.1|3sgS,","eka","speak,","iba","yes","no",NA
"ngämo","1.sg.poss","Ge ngämo llɨg a oba dändär a umllang dan",NA,"ge","this","llɨg","boy","ngämo","yes","no","kinship"
"oba","3.nsg.poss","Ge ngämo llɨg a oba dändär a umllang dan",NA,"","","dändär","hear","oba","yes","no",NA
"obo","3.sg.poss","Obo baba bo eka de",NA,"dan","cop.prs.sgS,","baba","father","obo","yes","no","kinship"
"bo","3.sg.poss","Obo baba bo eka de",NA,"baba","father","eka","speak","bo","yes","no",NA
"obo","3.sg.poss","Ao de mänyan a eran Rex däbe Rex ulle era mälla peyang a ede däbe obo binang",NA,"däbe","that.nom","binang","master,","obo","yes","no","kinship"
"obo","3.sg.poss","Obo uncle bo bin daeben ako Rex a ngämo llɨg a",NA,"binang","master,","uncle","","obo","yes","no","kinship"
"bo","3.sg.poss","Obo uncle bo bin daeben ako Rex a ngämo llɨg a",NA,"uncle","","bin","name","bo","yes","no",NA
"ngämo","1.sg.poss","Obo uncle bo bin daeben ako Rex a ngämo llɨg a",NA,"a","nom","llɨg","boy","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ddone ngämo säre kame dan ngäna ddone skul gog",NA,"ddone","not","säre","sadly","ngämo","yes","no",NA
"ngämo","1.sg.poss","Kawam eka da ngämo panypeny ma dan",NA,"da","nom","panypeny","speak","ngämo","yes","no",NA
"ngämo","1.sg.poss","A ede ngämo dadräb a kame dan",NA,"ede","so","dadräb","dress","ngämo","yes","no",NA
"iba","1.incl.nsg.poss","Mermerang ada iba eka da Mägaem eka da Tame eka da Idi eka da",NA,"ada","like this","eka","speak","iba","yes","no",NA
"iba","1.incl.nsg.poss","Iba eka walle",NA,"da","nom,","eka","speak","iba","yes","no",NA
